City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
393,Emirdag,TR,39.0197,31.15,32.34,93,68,1.28,broken clouds
394,Tongzi,CN,28.7829,105.0877,48.85,67,91,3.2,overcast clouds
395,Tura,IN,25.5198,90.2201,55.72,58,7,3.56,clear sky
396,Bonavista,CA,48.6499,-53.1147,30.2,69,94,15.9,overcast clouds
397,Tadine,NC,-21.55,167.8833,78.13,89,100,5.55,overcast clouds
398,Pudozh,RU,61.8099,36.5345,15.84,93,100,8.32,overcast clouds
399,Kismayo,SO,-0.3582,42.5454,80.92,70,30,16.13,scattered clouds
400,Kalas,IN,18.1667,74.8,76.89,19,0,2.37,clear sky
401,Hasaki,JP,35.7333,140.8333,36.28,38,0,15.73,clear sky
402,Puri,IN,19.8,85.85,70.32,59,4,10.33,clear sky
403,Anadyr,RU,64.75,177.4833,7.3,78,0,4.47,clear sky
404,Nhulunbuy,AU,-12.2333,136.7667,81.21,83,40,11.5,scattered clouds
405,Semirom,IR,31.4167,51.5667,30.85,54,99,4.23,overcast clouds
406,Saldanha,ZA,-33.0117,17.9442,89.65,69,57,15.3,broken clouds
407,Tiarei,PF,-17.5333,-149.3333,75.22,77,55,18.03,light rain
408,Galesong,ID,-5.3166,119.3661,77.02,83,100,8.08,overcast clouds
409,Roma,US,43.2128,-75.4557,18.88,72,20,3.44,few clouds
410,Yuksekova,TR,37.5736,44.2872,29.03,90,100,1.01,overcast clouds
411,Walvis Bay,NA,-22.9575,14.5053,75.09,71,27,10.04,scattered clouds
412,Havelock,US,34.8791,-76.9013,44.92,81,97,1.01,overcast clouds
413,Manono,CD,-7.3,27.4167,71.01,92,100,4.38,overcast clouds
414,Richards Bay,ZA,-28.783,32.0377,85.6,63,60,15.79,broken clouds
415,Gualeguay,AR,-33.1416,-59.3097,78.28,51,0,12.21,clear sky
416,Chicama,PE,-7.8447,-79.1469,64.94,74,93,4.34,overcast clouds
417,Makat,KZ,47.6469,53.3463,31.12,96,84,9.71,broken clouds
418,Sao Joao Da Barra,BR,-21.6403,-41.0511,86.09,76,92,4.5,overcast clouds
419,Baft,IR,29.234,56.6057,47.52,33,0,5.75,clear sky
420,Oyama,JP,36.3,139.8,40.66,36,0,9.13,clear sky
421,Nioaque,BR,-21.1353,-55.83,80.62,72,97,6.69,overcast clouds
422,Puerto Escondido,MX,15.85,-97.0667,74.23,83,0,6.91,clear sky
423,Manzhouli,CN,49.6,117.4333,-12.12,95,6,6.53,clear sky
424,Svetlaya,RU,46.5389,138.3297,6.8,74,10,10.45,clear sky
425,Imbituba,BR,-28.24,-48.6703,82.29,63,10,7.72,clear sky
426,Narsaq,GL,60.9167,-46.05,28.62,88,100,16.64,snow
427,Bandiagara,ML,14.3501,-3.6104,89.94,8,4,18.57,clear sky
428,Ojinaga,MX,29.5667,-104.4167,50.41,61,0,5.75,clear sky
429,Zhuhai,CN,22.2769,113.5678,55.18,76,40,16.11,scattered clouds
430,Santa Cruz De Tenerife,ES,28.4682,-16.2546,71.69,61,20,5.01,few clouds
431,Fairbanks,US,64.8378,-147.7164,-18.9,70,0,0,light snow
432,Olafsvik,IS,64.8945,-23.7142,27.93,95,100,20.07,snow
433,Alto Araguaia,BR,-17.3147,-53.2153,68.88,97,100,5.99,moderate rain
434,Aswan,EG,24.0934,32.907,65.39,23,0,15.43,clear sky
435,Russkaya Polyana,UA,49.417,31.9201,31.21,80,100,17.49,overcast clouds
436,Muriwai Beach,NZ,-36.8167,174.45,70.36,83,100,13.24,overcast clouds
437,Wagar,SD,16.1525,36.2032,84,21,3,14.16,clear sky
438,Amapa,BR,1,-52,76.12,91,94,2.46,overcast clouds
439,Fujin,CN,47.26,132.0322,-8.64,100,74,5.66,broken clouds
440,Northam,GB,51.0333,-4.2167,48.9,76,92,21.88,overcast clouds
441,Emsdetten,DE,52.1833,7.5333,44.76,81,75,8.05,broken clouds
442,Demirci,TR,39.0461,28.6589,35.44,77,24,1.99,few clouds
443,Mangrol,IN,21.1167,70.1167,72.73,79,0,13.6,clear sky
444,Muros,ES,42.7762,-9.0603,59.68,58,13,14.09,few clouds
445,Kawalu,ID,-7.3817,108.2082,74.08,94,100,1.59,light rain
446,Linguere,SN,15.3953,-15.1193,100.71,6,74,18.84,broken clouds
447,Maceio,BR,-9.6658,-35.7353,90.84,51,40,13.8,scattered clouds
448,Weimar,DE,50.9833,11.3167,41.59,82,100,14.41,overcast clouds
449,Ponta Do Sol,PT,32.6667,-17.1,66.83,72,11,8.95,few clouds
450,Alofi,NU,-19.0595,-169.9187,67.89,100,40,1.14,scattered clouds
451,Colac,AU,-38.3333,143.5833,67.15,89,0,3.04,light rain
452,Karratha,AU,-20.7377,116.8463,83.35,74,99,23.17,overcast clouds
453,Smithers,CA,54.7804,-127.1743,19.72,86,100,2.3,light snow
454,Tevriz,RU,57.509,72.4042,13.71,95,100,5.61,light snow
455,Marsh Harbour,BS,26.5412,-77.0636,64.26,52,6,11.9,clear sky
456,Elat,IL,29.5581,34.9482,62.44,34,75,6.91,broken clouds
457,Klyuchi,RU,52.2667,79.1667,11.91,96,95,7.54,overcast clouds
458,Port-Gentil,GA,-0.7193,8.7815,87.76,70,20,10.36,few clouds
459,Leo,BF,11.1,-2.1,93.65,6,33,14.47,scattered clouds
460,Olga,RU,43.7444,135.2892,8.74,72,0,6.02,clear sky
461,Dingle,PH,10.9995,122.6711,75.36,91,37,6.78,scattered clouds
462,Toora-Khem,RU,52.4675,96.11,-18.62,100,17,0.36,few clouds
463,Lebu,CL,-37.6167,-73.65,61,60,0,19.24,clear sky
464,Bose,IT,45.4612,8.0137,58.59,45,0,5.82,clear sky
465,Hun,LY,29.1268,15.9477,61.99,29,0,6.87,clear sky
466,Kaura Namoda,NG,12.5898,6.5779,83.97,9,3,18.9,clear sky
467,Naifaru,MV,5.4444,73.3657,82.69,76,12,17.16,few clouds
468,Enid,US,36.3956,-97.8784,37.31,64,0,1.01,clear sky
469,Saravan,AM,39.7196,45.6483,25.45,90,61,4.74,broken clouds
470,Jaggayyapeta,IN,16.9,80.1,74.89,22,0,1.05,clear sky
471,Tual,ID,-5.6667,132.75,83.8,76,100,19.73,light rain
472,Sibolga,ID,1.7427,98.7792,76.44,91,100,2.89,moderate rain
473,Broadview Heights,US,41.3139,-81.6851,19.54,88,20,3,mist
474,Lazaro Cardenas,MX,17.9583,-102.2,70.7,80,0,4.61,clear sky
475,Oranjemund,NA,-28.55,16.4333,72.84,74,36,11.99,scattered clouds
476,Norrtalje,SE,59.758,18.705,28.33,71,40,11.5,scattered clouds
477,Kadyy,RU,57.787,43.1903,24.62,96,100,8.9,light snow
478,Medveda,RU,56.5081,92.4078,-6.83,100,31,2.37,scattered clouds
479,Gbarnga,LR,6.9956,-9.4722,97.61,13,64,5.73,broken clouds
480,Ukiah,US,39.1502,-123.2078,49.01,92,0,3.44,clear sky
481,Porto Seguro,BR,-16.4497,-39.0647,88.32,66,75,11.5,broken clouds
482,Stryn,NO,61.9045,6.7226,34.99,93,100,4.99,light snow
483,Danville,US,36.586,-79.395,34.52,59,0,5.75,clear sky
484,Mitsamiouli,KM,-11.3847,43.2844,84.49,70,75,9.22,light rain
485,Saint-Augustin,CA,51.226,-58.6502,3.56,88,45,3.85,scattered clouds
486,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,9.19,92,40,6.71,scattered clouds
487,Anito,PH,12.4497,125.2886,76.84,89,16,6.24,few clouds
488,Ancud,CL,-41.8697,-73.8203,58.53,61,11,2.46,few clouds
489,Kalmunai,LK,7.4167,81.8167,78.19,77,1,9.51,clear sky
490,Upata,VE,8.0086,-62.3989,81.03,55,72,7.45,broken clouds
491,Katobu,ID,-4.9408,122.5276,76.87,81,95,1.74,overcast clouds
492,Balkhash,KZ,46.844,74.9804,8.19,88,46,8.86,scattered clouds
493,Vostok,RU,46.4856,135.8833,-15.61,99,73,4.81,broken clouds
494,Fort Smith,US,35.3859,-94.3986,41.2,72,0,5.01,clear sky
495,Nachingwea,TZ,-10.3833,38.7667,78.01,88,81,3.98,moderate rain
496,Limbang,MY,4.75,115,80.91,96,12,1.61,few clouds
497,Derzhavinsk,KZ,51.1,66.3167,16.86,93,100,13.96,overcast clouds
498,Korla,CN,41.7597,86.1469,26.87,51,100,4.99,overcast clouds
499,Havre,FR,49.5833,0.3333,47.57,71,0,20.71,clear sky
500,Vavoua,CI,7.3819,-6.4778,97.18,8,56,5.86,broken clouds
501,Sampit,ID,-2.5333,112.95,74.46,95,100,2.39,overcast clouds
502,Semnan,IR,35.5729,53.3971,42.28,33,74,2.37,broken clouds
503,Ornskoldsvik,SE,63.2909,18.7153,18.55,73,11,8.05,few clouds
504,Chalons-En-Champagne,FR,48.9539,4.3672,44.67,73,92,17.34,overcast clouds
505,Illertissen,DE,48.2234,10.1035,39.81,78,99,21.47,light rain
506,Preili,LV,56.2944,26.7246,26.94,96,100,9.44,light snow
507,Vikulovo,RU,56.8167,70.6107,6.67,96,99,7.14,overcast clouds
508,Salym,RU,60.0625,71.4789,8.4,97,100,5.08,overcast clouds
509,Kati,ML,12.7441,-8.0726,94.41,7,3,13.94,clear sky
510,Komsomolskiy,UZ,40.4272,71.7189,35.02,80,100,4.61,fog
511,Bahia Blanca,AR,-38.7196,-62.2724,69.15,19,73,3.94,broken clouds
512,Baglung,NP,28.2719,83.5898,51.01,83,100,0.69,overcast clouds
513,Bintulu,MY,3.1667,113.0333,79.21,100,20,0,moderate rain
514,Kieta,PG,-6.2167,155.6333,80.11,84,90,4.09,overcast clouds
515,San-Pedro,CI,4.7485,-6.6363,86.34,59,8,11.65,clear sky
516,Alihe,CN,50.5667,123.7167,-0.99,96,98,2.75,overcast clouds
517,Borujerd,IR,33.8973,48.7516,35.6,53,100,5.68,overcast clouds
518,Simbahan,PH,6.3032,120.5836,82.67,77,6,12.73,clear sky
519,Chunoyar,RU,57.4467,97.3217,-4.5,100,95,1.23,overcast clouds
520,Lagoa,PT,39.05,-27.9833,59.07,70,61,23.87,broken clouds
521,Nabire,ID,-3.3667,135.4833,74.8,89,100,2.37,overcast clouds
522,Calabozo,VE,8.9242,-67.4293,84.52,49,48,8.12,scattered clouds
523,Souillac,MU,-20.5167,57.5167,82.78,74,75,12.66,light rain
524,Bambanglipuro,ID,-7.95,110.2833,64.6,88,100,3.42,overcast clouds
525,Fairview,US,40.8126,-73.999,27.23,67,0,5.75,clear sky
526,Srednekolymsk,RU,67.45,153.6833,-21.89,96,100,3.09,overcast clouds
527,Waingapu,ID,-9.6567,120.2641,79.81,76,100,12.59,overcast clouds
528,Jacksonville,US,30.3322,-81.6556,53.02,81,20,1.01,few clouds
529,Coihaique,CL,-45.5752,-72.0662,57.15,51,40,6.91,scattered clouds
530,Mastung,PK,29.7994,66.845,47.82,53,0,11.48,clear sky
531,Bichura,RU,50.5881,107.6022,-1.44,98,100,2.57,overcast clouds
532,Ananas,HT,19.2466,-71.9557,72.7,71,20,4.56,few clouds
533,May Pen,JM,17.9645,-77.2451,78.01,70,18,5.82,few clouds
534,Posevnaya,RU,54.3006,83.3297,14.9,97,100,8.28,overcast clouds
535,Hazelwood,US,38.7714,-90.3709,30.11,69,75,8.99,heavy snow
536,Rochester,US,43.1548,-77.6156,20.35,73,75,3,broken clouds
537,Willowmore,ZA,-33.2926,23.4895,90.1,31,59,9.26,broken clouds
538,Bogalusa,US,30.791,-89.8487,52.7,93,97,0,overcast clouds
539,Lingyuan,CN,41.24,119.4011,15.49,79,100,11.83,overcast clouds
540,Den Helder,NL,52.9599,4.7593,45.07,82,100,28.99,overcast clouds
541,Kailua,US,21.4022,-157.7394,70.74,87,0,3.44,clear sky
542,Belyy Yar,RU,53.6039,91.3903,-13.11,76,15,2.24,smoke
543,Udachnyy,RU,66.4167,112.4,-34.37,100,56,3.58,broken clouds
544,Nuuk,GL,64.1835,-51.7216,18.21,67,100,4.61,overcast clouds
545,Evensk,RU,61.95,159.2333,17.1,80,100,25.72,overcast clouds
546,Beaufort,MY,5.3473,115.7455,80.76,92,99,2.15,overcast clouds
547,Arai,JP,37.0167,138.25,30.34,95,100,3.44,snow
548,Sambava,MG,-14.2667,50.1667,83.57,74,2,17.63,light rain
549,Awjilah,LY,29.1081,21.2869,61.57,47,12,13.22,few clouds
550,Eresos,GR,39.1667,25.9333,53.11,55,10,7.78,clear sky
551,Juybar,IR,36.6412,52.9124,53.76,60,50,6.87,scattered clouds
552,Kholtoson,RU,50.2981,103.3097,-9.94,96,38,3.78,scattered clouds
553,Speightstown,BB,13.25,-59.65,83.01,74,96,14.07,overcast clouds
554,Guarapari,BR,-20.6667,-40.4975,93.09,68,100,7.65,overcast clouds
555,Lata,PT,40.1629,-8.3327,70.72,26,0,3.98,clear sky
556,Zhigansk,RU,66.7697,123.3711,-32.71,100,92,7.16,overcast clouds
557,Ginir,ET,7.1333,40.7,68.27,13,83,9.48,broken clouds
558,Pacific Grove,US,36.6177,-121.9166,51.96,90,0,1.01,clear sky
559,Ansermanuevo,CO,4.7972,-75.995,74.17,82,98,1.57,overcast clouds
560,Jagtial,IN,18.8,78.9333,72.95,20,0,1.54,clear sky
561,Orsha,BY,54.5153,30.4053,32.22,97,98,3.56,overcast clouds
562,Batouri,CM,4.4333,14.3667,95.77,10,100,3.44,overcast clouds
563,Champerico,GT,14.3,-91.9167,82.35,64,0,3.8,clear sky
564,Teya,RU,60.3778,92.6267,4.89,98,100,3.29,overcast clouds
565,Birao,CF,10.2849,22.7882,90.75,9,22,8.46,few clouds
566,Provideniya,RU,64.3833,-173.3,3.96,79,74,16.53,broken clouds
567,Kinablangan,PH,7.6947,126.5503,76.59,86,89,4.27,overcast clouds
568,Abeche,TD,13.8292,20.8324,82.35,10,2,10.83,clear sky
569,Tandil,AR,-37.3217,-59.1332,67.82,32,63,11.25,broken clouds
570,Thinadhoo,MV,0.5333,72.9333,82.96,73,36,11.99,scattered clouds
571,Yevlax,AZ,40.6089,47.1492,53.82,30,0,6.91,clear sky
572,Filadelfia,US,39.9523,-75.1638,27.32,62,75,5.99,broken clouds
573,Pandan,PH,14.0453,124.1694,77.74,87,99,16.2,overcast clouds
574,Cap Malheureux,MU,-19.9842,57.6142,82.89,65,100,8.99,overcast clouds
575,Santa Catarina De Tepehuanes,MX,25.35,-105.7333,39.09,64,47,6.29,scattered clouds
576,Grootfontein,NA,-19.5667,18.1167,74.77,64,86,1.3,moderate rain
577,Conde,BR,-7.2597,-34.9075,85.46,70,75,13.8,broken clouds
578,Leh,IN,34.1667,77.5833,9.32,91,100,1.99,overcast clouds
579,Oistins,BB,13.0667,-59.5333,82.49,74,40,17.27,scattered clouds
580,Havoysund,NO,70.9963,24.6622,25.68,87,79,11.41,light snow
581,Leshan,CN,29.5623,103.7639,48.18,72,100,2.01,overcast clouds
582,Pundaguitan,PH,6.3711,126.1689,81.1,77,100,17.29,overcast clouds
583,Amboasary,MG,-25.0333,46.3833,80.91,64,62,19.28,broken clouds
584,Barcelona,ES,41.3888,2.159,64.29,60,20,1.01,few clouds
585,Boca Do Acre,BR,-8.7522,-67.3978,79.21,80,100,3.2,overcast clouds
586,Great Malvern,GB,52.1116,-2.3252,46.71,82,77,1.99,light rain
587,Usinsk,RU,65.9939,57.5281,2.53,96,100,8.5,overcast clouds
588,Calbuco,CL,-41.768,-73.1273,60.01,64,13,9.04,few clouds
589,Shimanovsk,RU,52,127.7,-4.38,94,14,5.95,few clouds
590,Pasighat,IN,28.0667,95.3333,57.07,63,50,3.91,scattered clouds
591,Dobson,US,36.3957,-80.7226,38.52,59,40,0,scattered clouds
592,Kalbay,PH,5.7233,125.4986,78.15,87,100,9.95,overcast clouds
593,Hong Gai,VN,20.956,107.0946,55.31,88,100,4.56,overcast clouds
594,Byron Bay,AU,-28.65,153.6167,77.05,88,16,1.83,few clouds
595,Wanning,CN,18.8003,110.3967,70.07,90,93,11.68,overcast clouds
596,Jimo,CN,36.3897,120.4622,26.38,59,0,4.47,clear sky
597,La Plata,AR,-34.9215,-57.9545,76.03,28,72,10.8,broken clouds
598,Kunigal,IN,13.0222,77.0267,78.31,38,7,3.85,clear sky
599,Pangnirtung,CA,66.1451,-65.7125,-25.6,75,20,0,few clouds
600,Hoganas,SE,56.1997,12.558,37.49,55,42,3,scattered clouds
601,Shenjiamen,CN,29.9576,122.298,41.85,59,100,3.11,light rain
602,Paragominas,BR,-2.9667,-47.4833,83.26,65,98,3.78,overcast clouds
603,Troitskoye,RU,52.9821,84.6757,7.56,94,100,3.27,overcast clouds
604,Sepolno Krajenskie,PL,53.452,17.5317,37.67,72,99,5.39,overcast clouds
605,Nizhniy Novgorod,RU,56.3287,44.002,26.11,93,100,6.71,shower snow
606,Miri,MY,4.4148,114.0089,77.14,100,40,0,scattered clouds
607,Kyzyl-Suu,KG,42.3414,78.0056,17.51,64,29,9.44,scattered clouds
608,Odessa,UA,46.4775,30.7326,39.13,65,40,6.71,scattered clouds
609,Puerto Madryn,AR,-42.7692,-65.0385,69.03,25,90,17.45,overcast clouds
610,Iwanai,JP,42.9744,140.5089,18.79,79,96,4.34,overcast clouds
611,Maungaturoto,NZ,-36.1,174.3667,69.19,89,100,12.26,overcast clouds
612,Manaure,CO,11.7751,-72.4445,82.51,56,5,9.64,clear sky
613,Nakhon Sawan,TH,15.7,100.0833,80.92,43,5,7.36,clear sky
614,Honiara,SB,-9.4333,159.95,78.08,87,93,0.54,overcast clouds
615,North Bend,US,43.4065,-124.2243,40.87,99,100,5.75,overcast clouds
616,Simao,CN,22.7886,100.9748,49.64,69,0,2.91,clear sky
617,Tabas,IR,33.5959,56.9244,51.98,24,62,1.54,broken clouds
618,Fort Nelson,CA,58.8053,-122.7002,-9.81,77,75,3.44,light snow
619,Rodrigues Alves,BR,-7.738,-72.6509,77.2,66,79,0.85,broken clouds
620,Novyy Urengoy,RU,66.0833,76.6333,-2.76,100,100,5.73,overcast clouds
621,Ingham,US,42.6,-84.3833,24.42,87,100,3.44,mist
622,Djambala,CG,-2.5447,14.7533,87.1,38,90,0.72,overcast clouds
623,Owerri,NG,5.4833,7.0304,96.73,12,88,6.2,overcast clouds
624,Villa Carlos Paz,AR,-31.4241,-64.4978,77.4,10,0,10,clear sky
625,Lufilufi,WS,-13.8745,-171.5986,73.18,72,100,9.93,overcast clouds
626,Hoshcha,UA,50.6003,26.6744,30.45,84,88,15.37,overcast clouds
627,Huarmey,PE,-10.0681,-78.1522,73.8,78,72,7.83,broken clouds
628,Burnie,AU,-41.0667,145.9167,69.93,95,97,6.29,overcast clouds
629,Pingliang,CN,35.5392,106.6861,10.22,85,25,5.06,scattered clouds
630,Natal,BR,-5.795,-35.2094,88.02,62,40,18.41,scattered clouds
631,Buala,SB,-8.145,159.5921,79.79,80,71,3.98,light rain
632,San Pedro,PH,14.35,121.0167,79.83,76,20,9.22,few clouds
633,Saverne,FR,48.8333,7.25,42.93,75,98,17.9,overcast clouds
634,Nurota,UZ,40.5614,65.6886,41.09,63,64,5.86,broken clouds
635,Mangrul Pir,IN,20.3167,77.35,73.2,19,0,5.57,clear sky
636,Kishtwar,IN,33.3167,75.7667,39.47,91,100,1.1,overcast clouds
637,Troitsko-Pechorsk,RU,62.7084,56.1964,-5.4,100,70,2.15,broken clouds
638,Sangar,RU,63.9242,127.4739,-34.58,100,100,0.98,overcast clouds
639,Manavalakurichi,IN,8.1333,77.3,79,80,6,8.43,clear sky
640,Kondagaon,IN,19.6,81.6667,63.48,26,4,3.13,clear sky
641,Dong Hoi,VN,17.4833,106.6,63.64,90,100,13.96,overcast clouds
642,Borova,UA,50.1763,30.1043,32.25,92,100,16.02,overcast clouds
643,Mayna,RU,54.1135,47.6231,27.05,96,100,13.04,light snow
644,Cururupu,BR,-1.8283,-44.8683,80.53,83,78,4.9,broken clouds
645,Paamiut,GL,61.994,-49.6678,28.47,76,100,30.22,overcast clouds
646,Mirnyy,RU,62.5353,113.9611,-7.82,99,100,3.89,overcast clouds
647,Skjervoy,NO,70.0311,20.9714,26.78,62,58,13.31,broken clouds
648,Gigmoto,PH,13.7796,124.39,78.01,87,100,14.25,overcast clouds
649,Kropotkin,RU,45.4375,40.5756,39.02,87,98,15.26,moderate rain
650,Port Shepstone,ZA,-30.7414,30.455,80.2,82,88,18.3,overcast clouds
651,Namtsy,RU,62.7161,129.6658,-18.29,100,100,1.66,overcast clouds
652,Lukovetskiy,RU,64.2956,41.9211,17.58,97,100,4.16,light snow
653,Tenenkou,ML,14.4572,-4.9169,93.85,8,14,16.24,few clouds
654,Bubaque,GW,11.2833,-15.8333,78.44,74,88,11.32,overcast clouds
655,Lasem,ID,-6.6922,111.4527,77.67,89,100,5.32,overcast clouds
656,Xuzhou,CN,34.1805,117.1571,35.19,28,67,1.59,broken clouds
657,Asau,RO,46.4333,26.4,38.32,73,41,8.61,scattered clouds
658,Moron,AR,-34.6534,-58.6198,76.01,34,74,5.99,broken clouds
659,Dunkirk,FR,51.05,2.3667,45.01,52,100,11.01,overcast clouds
660,Hami,CN,42.8,93.45,24.42,38,8,3.47,clear sky
661,Anavra,GR,39.2,22.0833,53.76,62,18,2.82,few clouds
662,Ossora,RU,59.2353,163.0719,21.31,95,100,18.14,snow
663,Severo-Yeniseyskiy,RU,60.3725,93.0408,2.66,97,100,3.58,overcast clouds
664,Camacha,PT,33.0833,-16.3333,63.82,77,40,23.02,scattered clouds
665,Grindavik,IS,63.8424,-22.4338,34.27,100,100,11.5,light intensity drizzle
666,Eching,DE,48.3,11.6167,40.77,77,75,15.99,broken clouds
667,Privolzhye,RU,52.8649,48.6044,31.96,97,100,16.37,snow
668,Beloha,MG,-25.1667,45.05,80.01,59,20,18.07,few clouds
669,Penzance,GB,50.1186,-5.5371,50.68,76,20,24.16,few clouds
670,Christchurch,NZ,-43.5333,172.6333,64.94,79,100,1.99,overcast clouds
671,Santa Maria,BR,-29.6842,-53.8069,83.5,58,20,3.44,few clouds
672,Kirakira,SB,-10.4544,161.9205,80.22,85,80,4.81,broken clouds
673,Kataysk,RU,56.289,62.5841,1.04,100,69,2.26,broken clouds
674,Bay City,US,43.5945,-83.8889,23.49,82,100,4.61,overcast clouds
675,Moree,AU,-29.4667,149.85,71.62,78,96,10.36,overcast clouds
676,Acapulco,MX,16.8634,-99.8901,73.22,94,0,3.44,clear sky
677,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,88.2,51,21,5.26,few clouds
678,Thai Binh,VN,20.45,106.3333,55.4,85,100,8.21,overcast clouds
679,Vila Velha,BR,-20.3297,-40.2925,93.15,67,0,8.01,clear sky
680,Gotsu,JP,35,132.2167,38.46,66,38,8.34,scattered clouds
681,Chapais,CA,49.7834,-74.8492,-18.62,91,51,3.51,broken clouds
682,Mercedes,AR,-34.6515,-59.4307,75.85,28,67,11.79,broken clouds
683,Oga,IT,46.4631,10.347,39.81,86,81,12.64,light snow
684,Matay,EG,28.419,30.7792,61.65,45,88,16.6,overcast clouds
685,Baykit,RU,61.67,96.37,-1.88,99,100,1.01,overcast clouds
686,Glasgow,GB,55.8652,-4.2576,45.64,71,40,14.97,scattered clouds
687,Nouakchott,MR,18.0858,-15.9785,87.73,28,100,4.05,overcast clouds
688,Tilichiki,RU,60.4667,166.1,7.38,95,100,10.16,light snow
689,Ambilobe,MG,-13.2,49.05,79.05,86,75,3.18,moderate rain
690,Ejura,GH,7.3856,-1.3562,97.54,6,96,7.47,overcast clouds
691,Pochinki,RU,54.6988,44.8668,29.89,94,99,10.36,overcast clouds
692,Chichli,IN,22.8333,78.8167,64.81,29,0,2.89,clear sky
693,Texarkana,US,33.4251,-94.0477,46.62,61,0,5.75,clear sky
694,Madang,PG,-5.2246,145.7966,75.9,93,100,7.9,moderate rain
695,Sioux Lookout,CA,50.1001,-91.917,12.58,92,40,6.91,scattered clouds
696,Kindu,CD,-2.95,25.95,73.78,87,100,1.79,overcast clouds
697,Sussex,US,41.1834,-74.6663,24.53,58,97,1.7,overcast clouds
698,Boende,CD,-0.2167,20.8667,99.27,15,45,1.72,scattered clouds
699,Khammam,IN,17.25,80.15,72.7,22,0,1.34,clear sky
700,Jaru,BR,-10.4389,-62.4664,76.21,93,98,4.21,light rain
701,Abapo,BO,-18.8333,-63.4667,90.73,28,99,3.24,overcast clouds
702,Acarau,BR,-2.8856,-40.12,87.37,59,47,15.08,scattered clouds
703,Bonthe,SL,7.5264,-12.505,86.56,60,23,14.85,few clouds
704,Comodoro Rivadavia,AR,-45.8667,-67.5,66.06,27,0,14.97,clear sky
705,Aden,YE,12.7794,45.0367,77.67,62,10,9.1,clear sky
706,Bandarban,BD,22.1965,92.2262,65.91,62,0,2.1,clear sky
707,Bograd,RU,54.2344,90.8328,-15.05,93,20,4.05,few clouds
708,Tigil,RU,57.8,158.6667,13.93,79,4,10.87,clear sky
709,Punta Alta,AR,-38.8759,-62.0736,68.65,21,88,4.59,overcast clouds
710,Gizo,SB,-8.103,156.8419,82.4,77,99,5.03,light rain
711,Sandpoint,US,48.2766,-116.5533,32.74,87,100,3,overcast clouds
712,Gadsden,US,34.0143,-86.0066,42.19,93,0,0,clear sky
713,Ballina,AU,-28.8667,153.5667,73.58,94,40,0,scattered clouds
714,Sechura,PE,-5.5569,-80.8222,76.21,64,100,6.02,overcast clouds
715,Santa Rosa,PH,14.3122,121.1114,80.58,76,90,12.77,overcast clouds
716,Springdale,US,36.1867,-94.1288,42.06,72,0,4,clear sky
717,Lamu,KE,-2.2717,40.902,82.62,76,94,12.03,overcast clouds
718,Dungarpur,IN,23.8333,73.7167,71.44,40,0,7.9,clear sky
719,Viedma,AR,-40.8135,-62.9967,71.87,20,100,13.8,overcast clouds
720,San Jeronimo,PE,-11.9472,-75.2829,54.52,63,93,2.39,overcast clouds
721,Otradnoye,RU,59.7775,30.8181,27.55,97,100,5.21,light snow
722,Shizunai,JP,42.3339,142.3669,18.16,76,11,13.51,few clouds
723,Bodrum,TR,37.0383,27.4292,60.28,59,3,14.36,clear sky
724,Huambo,AO,-12.7761,15.7392,76.17,44,96,8.79,overcast clouds
725,Elliot Lake,CA,46.3834,-82.6331,8.69,83,57,3.2,broken clouds
